term	valence
whole meal	0.250
partial to	0.250
phone system	0.250
kindred spirit	0.250
big band	0.250
inauguration day	0.250
jump up	0.250
civil service	0.250
chances are	0.250
indulge in	0.250
sounds good	0.250
rise above	0.250
snow globe	0.250
police academy	0.250
open door	0.250
fortune cookie	0.250
home run	0.250
market economy	0.250
organ donor	0.250
face paint	0.250
subway system	0.250
pregnancy test	0.250
coca cola	0.250
at work	0.250
work for	0.250
per year	0.250
lunch time	0.250
breathe in	0.250
membership card	0.250
keep doing	0.250
joint chiefs	0.250
hidden gem	0.250
security council	0.250
flight attendant	0.250
public company	0.250
hot chocolate	0.250
night vision	0.250
free space	0.250
take solace	0.250
shower head	0.250
beef patty	0.250
every week	0.250
girl scouts	0.250
drink up	0.250
health professional	0.250
fashion industry	0.250
partner up	0.250
stay up	0.250
cat food	0.250
baby food	0.250
master plan	0.250
given name	0.250
clear message	0.250
ambient music	0.250
match day	0.250
primary care	0.250
walk on	0.250
spending money	0.244
living room	0.244
make with	0.244
blue ribbon	0.244
not negative	0.244
soccer field	0.244
ice cubes	0.244
job interview	0.244
index finger	0.244
roller coaster	0.242
lunch break	0.242
big guy	0.242
lead on	0.242
first base	0.242
top dog	0.242
ground floor	0.242
smart money	0.242
delivery man	0.242
party member	0.242
jump rope	0.242
pen pal	0.242
cowboy boots	0.242
garden city	0.242
press conference	0.242
feed back	0.242
motor vehicle	0.242
daily bread	0.242
general assembly	0.242
build upon	0.242
first period	0.242
central government	0.242
wise men	0.242
work through	0.242
side dish	0.242
thick hair	0.242
similar to	0.242
sign up	0.242
developing country	0.242
let in	0.242
place order	0.242
consolation prize	0.242
car insurance	0.242
drive on	0.242
wave on	0.242
new girl	0.242
upwards of	0.242
school zone	0.242
starting price	0.242
affordable housing	0.242
open book	0.242
seat belt	0.242
straight man	0.242
front office	0.242
wind chill	0.242
broad daylight	0.242
dining hall	0.242
food chain	0.242
advisory board	0.242
cup holder	0.242
twin brother	0.242
match up	0.242
go along	0.242
close to	0.240
just wondering	0.236
muscle memory	0.234
real question	0.234
life span	0.234
account name	0.234
ha ha	0.234
tall man	0.234
key words	0.234
tooth fairy	0.234
care worker	0.234
prime number	0.234
upper echelon	0.234
potato salad	0.234
increase in	0.234
dollar bill	0.234
copy in	0.234
ever after	0.234
bounce back	0.234
have got	0.234
on tour	0.234
make way	0.234
right hand	0.234
open source	0.234
have words	0.234
brownie points	0.234
no pressure	0.234
voice actor	0.234
performance review	0.234
second coming	0.234
screen protector	0.234
in power	0.234
pay cheque	0.234
sale price	0.234
lead up	0.234
silver spoon	0.234
pet store	0.234
for ever	0.234
lunch box	0.234
spring water	0.234
power structure	0.234
play list	0.234
catch on	0.234
funny bone	0.234
hair style	0.234
second base	0.234
hockey team	0.234
wide open	0.234
my word	0.234
reaction time	0.234
car wash	0.234
top end	0.234
general admission	0.234
match with	0.234
call ahead	0.234
market share	0.234
golf clubs	0.234
religious person	0.234
save for	0.234
social networking	0.234
sign language	0.234
real name	0.234
planned parenthood	0.234
market value	0.234
news item	0.234
go far	0.234
heaps of	0.234
have access	0.234
egg salad	0.234
reading week	0.234
home schooling	0.234
key factor	0.234
walk up	0.234
just about	0.234
scooby doo	0.234
high schooler	0.234
turn on	0.234
digital camera	0.234
sure enough	0.234
whole body	0.234
thick skin	0.234
deep rooted	0.234
moon on	0.234
light bulb	0.234
lieutenant governor	0.234
take calls	0.234
rock band	0.234
league match	0.234
set free	0.234
health center	0.234
navy seal	0.232
well made	0.232
coffee beans	0.232
concentrate on	0.230
camera person	0.230
arm wrestling	0.230
school kid	0.230
in full	0.230
will power	0.230
surround sound	0.230
relating to	0.230
go over	0.230
watch over	0.228
best regards	0.228
cloud computing	0.226
big hair	0.226
liberal democrat	0.226
come upon	0.226
magnum opus	0.226
smash hit	0.226
boarding school	0.226
dream world	0.226
special forces	0.226
social media	0.226
single malt	0.226
national guard	0.226
talking head	0.226
white horse	0.226
first up	0.226
start time	0.226
human capital	0.226
water cooler	0.226
make amends	0.226
ping pong	0.226
exclamation mark	0.226
free up	0.226
starting pitcher	0.226
tennis shoes	0.226
big boys	0.226
come home	0.226
basketball league	0.226
patio furniture	0.226
grass roots	0.226
high court	0.226
business casual	0.226
straight year	0.226
as always	0.226
large number	0.226
winter solstice	0.226
start up	0.226
with us	0.226
good god	0.226
insurance policy	0.226
hi there	0.226
second chance	0.226
control room	0.226
tomato soup	0.226
build up	0.226
like water	0.226
come in	0.226
progress to	0.226
tennis ball	0.226
legal right	0.226
market maker	0.226
united way	0.226
iced tea	0.226
take action	0.226
think ahead	0.226
baby father	0.226
straight ahead	0.226
software architect	0.226
roman empire	0.226
rock climbing	0.226
father time	0.226
team building	0.226
car company	0.226
public comment	0.226
shopping spree	0.226
come first	0.226
palm sunday	0.226
buy that	0.226
computer science	0.224
train on	0.222
sports bar	0.222
pepperoni pizza	0.222
grow over	0.222
dolled up	0.222
paper work	0.222
a getaway	0.222
more equal	0.222
read over	0.222
as usual	0.222
inner child	0.222
financial advisor	0.222
forest green	0.222
come up	0.222
stay awake	0.222
business man	0.222
hear things	0.222
get dressed	0.222
service center	0.222
fun size	0.222
make time	0.222
natural gas	0.221
data protection	0.220
home school	0.220
to me	0.220
natural law	0.220
sweet on	0.218
well versed	0.218
in memoriam	0.218
main stage	0.218
hand sanitizer	0.218
blue chips	0.218
modern times	0.218
picture frame	0.218
on hand	0.218
warm weather	0.218
bald eagle	0.218
coffee machine	0.218
in cash	0.218
trigger happy	0.218
duffel bag	0.218
oral history	0.218
email address	0.218
news agency	0.218
press on	0.218
be born	0.216
customer service	0.216
cookie cutter	0.216
thought process	0.216
high heels	0.215
purchasing power	0.214
world market	0.214
bike path	0.214
mutual aid	0.214
pumpkin seeds	0.214
bottled water	0.214
very light	0.214
conference call	0.214
speak with	0.214
green onion	0.214
youth group	0.214
chicken nugget	0.214
big name	0.214
fill in	0.214
morning shift	0.214
high gear	0.214
ice rink	0.214
carry over	0.214
home buyer	0.214
memorial day	0.214
personal property	0.214
let's go	0.214
front teeth	0.214
pet name	0.214
high on	0.214
related to	0.214
bull market	0.214
one's self	0.214
jet fuel	0.214
free agent	0.214
assistant professor	0.214
ethnic group	0.214
founding father	0.214
bring in	0.214
social status	0.214
get home	0.214
carte blanche	0.214
grade school	0.214
cutting edge	0.214
household income	0.214
fair enough	0.214
world cup	0.214
checking account	0.214
work out	0.214
green screen	0.214
hold water	0.214
tip in	0.214
boy scouts	0.214
cum laude	0.214
olive green	0.214
wisdom teeth	0.214
top spot	0.214
balance beam	0.214
cast iron	0.214
seeing eye	0.214
heart rate	0.214
a ton	0.214
think through	0.214
group work	0.214
black belt	0.214
outta sight	0.212
head first	0.212
prime example	0.212
different strokes	0.210
tune up	0.208
train set	0.208
you're on	0.206
in store	0.206
double figures	0.206
school year	0.206
candy corn	0.206
working person	0.206
weather station	0.206
past experience	0.206
business people	0.206
store brand	0.206
square dancing	0.206
lots more	0.206
you know	0.206
ride up	0.206
have reason	0.206
chicken soup	0.206
street light	0.206
soccer team	0.206
winter sports	0.206
ball game	0.206
on earth	0.206
in conclusion	0.206
physical appearance	0.206
leisure time	0.206
summer months	0.206
massage therapist	0.206
track record	0.206
going on	0.206
power line	0.206
high top	0.206
white flag	0.206
telephone number	0.206
instant coffee	0.206
brief period	0.206
half day	0.206
high frequency	0.206
civil society	0.206
for reals	0.206
in essence	0.206
high class	0.206
check that	0.206
cover story	0.206
golf course	0.206
save from	0.206
soccer game	0.206
civic duty	0.206
bank holiday	0.206
hands on	0.206
former student	0.206
beyond belief	0.206
first state	0.206
grocery bag	0.206
conversion rate	0.206
wrestling match	0.206
get about	0.206
brady bunch	0.206
reason with	0.206
big sur	0.206
fix up	0.206
take hold	0.206
stainless steel	0.206
day shift	0.206
ring around	0.206
sail away	0.206
move towards	0.204
come back	0.204
watering can	0.204
liability insurance	0.204
pure white	0.204
social events	0.204
go see	0.204
keep in	0.204
health department	0.200
double decker	0.200
mouth watering	0.200
walk through	0.200
a pair	0.200
home stretch	0.200
high time	0.200
customer base	0.200
bragging rights	0.200
well up	0.200
bone structure	0.200
writ large	0.200
each way	0.200
have young	0.200
high bar	0.200
plenty of	0.200
ease into	0.200
snow cone	0.200
tribute band	0.200
extra time	0.200
water bottle	0.200
drive you	0.200
primary residence	0.200
true north	0.200
american cheese	0.200
alternate universe	0.200
lead time	0.200
young lady	0.200
booster shot	0.200
big board	0.200
golf ball	0.200
ad campaign	0.200
trophy wife	0.200
school lunch	0.200
news article	0.200
real number	0.200
african american	0.200
stocked with	0.200
message board	0.200
strong evidence	0.200
rare occasions	0.200
oil painting	0.200
turn up	0.200
light show	0.200
go forth	0.200
lunch hour	0.200
account executive	0.200
user interface	0.200
in flight	0.200
cautiously optimistic	0.200
international law	0.200
home base	0.200
feel like	0.200
main reason	0.200
hear about	0.200
deserve credit	0.200
must read	0.200
boarding pass	0.200
poster boy	0.200
tour guide	0.200
talk to	0.200
free lunch	0.200
cereal box	0.200
book on	0.200
clear evidence	0.200
hair braided	0.200
tortilla soup	0.200
in unison	0.200
in time	0.200
sought after	0.200
power grid	0.200
state government	0.200
change up	0.200
scale up	0.200
wine tasting	0.200
style on	0.200
book in	0.200
speak to	0.200
shrimp cocktail	0.200
wishful thinking	0.200
king crab	0.200
picture book	0.200
pumpkin pie	0.200
straight line	0.200
breast feeding	0.200
minority leader	0.200
wild animals	0.200
relief pitcher	0.200
feature in	0.200
substitute teacher	0.200
in itself	0.200
day school	0.200
internet service	0.200
working day	0.196
key in	0.196
cold open	0.196
steam room	0.196
keynote speaker	0.196
over time	0.194
grocery store	0.194
extra large	0.194
camera lens	0.194
power supply	0.194
time in	0.194
direct action	0.194
crazy about	0.194
staff member	0.194
playing field	0.194
hear hear	0.194
plug in	0.194
concession stand	0.194
home page	0.194
top shelf	0.194
council member	0.194
police department	0.194
life cycle	0.194
east coast	0.194
to rule	0.194
gene therapy	0.194
volleyball game	0.194
flight path	0.194
pirate ship	0.194
early retirement	0.194
call by	0.194
green room	0.194
screen saver	0.194
augmented reality	0.194
pizza hut	0.194
good night	0.194
life jacket	0.194
still life	0.194
service call	0.194
faculty member	0.194
take notice	0.194
retail store	0.194
election day	0.194
you guys	0.194
go first	0.194
administrative assistant	0.194
to go	0.194
open to	0.194
fast break	0.194
traffic lights	0.194
night light	0.194
goose bumps	0.194
on time	0.194
time machine	0.194
feel myself	0.194
home address	0.194
lawn sign	0.194
your self	0.194
cheese sauce	0.194
get work	0.194
in proportion	0.194
beyond measure	0.194
new media	0.194
catch up	0.194
health check	0.194
wrap around	0.194
news organization	0.194
by ourselves	0.194
bring up	0.194
big bang	0.194
green card	0.194
mass market	0.192
march on	0.192
laugh at	0.192
on board	0.192
more than	0.192
check in	0.192
flash on	0.192
private citizen	0.192
big difference	0.192
build around	0.192
post game	0.192
high end	0.192
roof over	0.192
field hockey	0.191
pull in	0.190
soy milk	0.190
city boy	0.188
light switch	0.188
in kind	0.188
reserve currency	0.188
have it	0.188
american english	0.188
swiss cheese	0.188
personal data	0.188
marching band	0.188
heavy cream	0.188
twilight zone	0.188
and finally	0.188
some trust	0.188
modern world	0.188
done deal	0.188
right along	0.188
considering that	0.188
onion rings	0.188
land on	0.188
in series	0.188
be on	0.188
take part	0.188
associate professor	0.188
talk on	0.188
pole dancing	0.188
soft drinks	0.186
man enough	0.186
bread pudding	0.186
action figure	0.186
bright blue	0.186
security system	0.186
light weight	0.186
starter kit	0.186
birth date	0.186
some kind	0.186
morning after	0.186
shed light	0.186
mobile device	0.186
low cost	0.186
veterans day	0.186
oxygen tank	0.186
general meeting	0.186
radio station	0.186
run with	0.186
next up	0.186
drum set	0.186
point to	0.186
warm water	0.184
self defense	0.184
followed by	0.182
orange chicken	0.182
play with	0.182
shopping list	0.182
record holder	0.182
home town	0.180
city officials	0.180
passenger seat	0.180
fit into	0.180
power house	0.178
go wild	0.178
cell phone	0.178
sports writer	0.178
tag team	0.178
package deal	0.178
jump ball	0.178
security deposit	0.178
slide show	0.178
yard sale	0.178
mental energy	0.178
four times	0.178
pour in	0.178
game ball	0.178
come round	0.178
go downtown	0.178
act as	0.178
body image	0.178
run time	0.178
holy spirit	0.178
bear fruit	0.178
corn flakes	0.178
long hair	0.178
state department	0.178
green line	0.178
focus group	0.178
power play	0.178
straight back	0.178
reside in	0.178
roller derby	0.178
jet engine	0.178
phone company	0.178
wind on	0.178
rest assured	0.178
numbers of	0.178
keep at	0.178
straighten out	0.178
whole food	0.178
attach to	0.178
bowling ball	0.178
french fries	0.178
jollof rice	0.178
pay homage	0.178
ground ball	0.176
night owl	0.176
get on	0.174
bank statement	0.174
speak volumes	0.172
chip cookie	0.172
on business	0.172
window shopping	0.172
moving company	0.172
whole idea	0.172
stand on	0.172
see out	0.172
like clockwork	0.172
main character	0.172
pay rate	0.172
horse racing	0.172
sit down	0.172
pay off	0.172
circadian rhythm	0.172
play back	0.172
television show	0.172
act on	0.172
you think	0.172
cow milk	0.172
oatmeal cookies	0.172
superior to	0.172
dear sir	0.172
tons of	0.172
product line	0.172
storage space	0.172
a touch	0.172
big game	0.172
hot fudge	0.172
aston martin	0.172
oak tree	0.172
legal advice	0.172
ancient history	0.172
a one	0.172
soldier on	0.172
banana split	0.172
ring finger	0.172
cool breeze	0.172
petting zoo	0.172
operating system	0.172
play cards	0.172
free thinker	0.172
belt out	0.172
trend line	0.172
contract in	0.172
tell about	0.172
insurance coverage	0.172
fresh out	0.172
prep school	0.172
providing that	0.172
further away	0.172
fly around	0.172
my my	0.172
save up	0.172
own medicine	0.172
pay up	0.172
seeing things	0.172
record player	0.172
atlantic provinces	0.172
consistent with	0.172
cream cheese	0.172
sleep in	0.172
cream pie	0.170
credit card	0.170
red hot	0.170
rise up	0.170
fountain pen	0.166
secondary education	0.166
tended to	0.166
job training	0.166
buy time	0.166
well oiled	0.166
printing press	0.166
major in	0.166
charter school	0.166
scroll wheel	0.166
kept up	0.166
time span	0.166
old times	0.166
eat that	0.166
gluten free	0.166
green belt	0.166
call up	0.166
parent company	0.166
surface area	0.166
conventional wisdom	0.166
school uniform	0.166
essential oil	0.166
lace up	0.166
drive in	0.166
responsible for	0.166
front foot	0.166
room service	0.166
eat out	0.166
take it	0.166
lift up	0.166
batting average	0.166
take forever	0.166
hold it	0.166
pasta sauce	0.166
caesar salad	0.166
chicken broth	0.166
top off	0.166
quantum mechanics	0.166
the former	0.166
music hall	0.166
clean from	0.166
game one	0.166
extra point	0.166
voting age	0.166
put towards	0.166
little sister	0.166
top up	0.166
tax credit	0.166
self conscious	0.166
federal reserve	0.166
garlic sauce	0.166
grape jelly	0.166
read through	0.166
football field	0.166
bubble with	0.166
learning curve	0.166
milk crate	0.166
little brother	0.166
free market	0.166
bright red	0.166
rejoice in	0.166
coffee pot	0.166
talk up	0.166
confide in	0.166
consumer goods	0.166
french bulldog	0.166
sound system	0.166
battle royal	0.166
two step	0.166
tribal chief	0.166
ticket holder	0.166
artificial intelligence	0.166
milk carton	0.166
identify with	0.166
parmesan cheese	0.166
public land	0.166
round table	0.166
special ed	0.166
basketball game	0.166
flirt with	0.166
roller skates	0.166
up on	0.166
know how	0.166
snuggle up	0.166
old english	0.166
moral compass	0.166
mouse pad	0.164
sit with	0.162
huge number	0.162
tractor trailer	0.162
last name	0.162
large amounts	0.162
listen for	0.162
market forces	0.162
alley oop	0.162
shopping around	0.162
touch down	0.162
lip balm	0.162
taste buds	0.162
world map	0.162
spelling bee	0.162
recent memory	0.162
alphabetical order	0.162
apple sauce	0.162
land rover	0.162
big ben	0.162
homeland security	0.162
news flash	0.162
the means	0.162
weather forecast	0.162
by far	0.162
field day	0.162
all caps	0.162
no worries	0.162
collective agreement	0.162
community college	0.162
key point	0.162
sign into	0.162
leather jacket	0.162
to date	0.162
going to	0.162
party girl	0.162
treat to	0.162
all aboard	0.162
it takes	0.162
young girl	0.162
pass around	0.162
tea tree	0.162
program director	0.162
eye level	0.162
talk show	0.162
washing machine	0.162
clue in	0.162
make over	0.162
dental hygienist	0.162
city manager	0.162
black cherry	0.162
written down	0.162
red bean	0.162
base hit	0.162
true colors	0.162
bring back	0.162
point taken	0.162
grand prix	0.162
in common	0.162
total eclipse	0.162
football stadium	0.162
come over	0.162
settle in	0.162
full blast	0.162
finance minister	0.162
close contact	0.162
plain english	0.162
take precedence	0.162
work day	0.162
paper bag	0.162
each week	0.162
key to	0.162
need to	0.162
collard greens	0.162
know someone	0.162
estate market	0.160
in stock	0.160
rubber stamp	0.160
background check	0.160
skin tone	0.160
be in	0.160
pass over	0.158
moral support	0.158
summer school	0.156
two weeks	0.156
traffic calming	0.156
school principal	0.156
mechanical engineering	0.156
cash flow	0.156
copy editor	0.156
heal all	0.156
bring to	0.156
time travel	0.156
bank on	0.156
full force	0.156
manual transmission	0.156
east side	0.156
pool table	0.156
have expectations	0.156
real reason	0.156
stay over	0.156
secondary school	0.156
special education	0.156
more like	0.156
come across	0.156
public transportation	0.156
phone call	0.156
say goodnight	0.156
building block	0.156
belong to	0.156
kiddie pool	0.156
fruit loops	0.156
long ball	0.156
girl scout	0.156
fast forwarding	0.156
body guard	0.154
motor oil	0.154
marinara sauce	0.154
fast pace	0.154
heal up	0.154
as follows	0.154
front runner	0.154
light into	0.154
ramen noodles	0.154
credit score	0.154
buy up	0.154
safety car	0.152
glass door	0.150
security forces	0.150
jet pack	0.148
home made	0.148
stove top	0.148
now then	0.148
just now	0.148
office chair	0.148
sunday school	0.148
golf club	0.148
charge up	0.148
what's more	0.148
front page	0.148
have sex	0.148
radio show	0.148
voting system	0.148
come away	0.148
spending spree	0.148
law professor	0.148
mobile phone	0.148
pass as	0.148
public transit	0.148
by trade	0.148
price list	0.148
vast majority	0.146
free time	0.146
half dollar	0.146
french horn	0.146
storage room	0.146
smart guy	0.146
tank top	0.143
beyond words	0.142
sales representative	0.142
transit system	0.142
water heater	0.142
first hand	0.142
fighting spirit	0.142
transportation system	0.142
comic strip	0.142
eat up	0.142
key lime	0.142
time management	0.142
with wings	0.142
eat on	0.142
draw in	0.142
early on	0.142
for certain	0.142
start out	0.142
to sea	0.142
high stakes	0.142
once more	0.142
time spent	0.142
pineapple juice	0.142
lime green	0.142
research paper	0.142
skinny jeans	0.142
at hand	0.142
safe harbor	0.142
go around	0.142
bbq sauce	0.142
taking place	0.142
solid food	0.142
gravitate to	0.142
post office	0.142
much as	0.142
time frame	0.142
back pay	0.142
in vogue	0.142
food bank	0.142
video footage	0.142
long term	0.142
the point	0.142
average joe	0.142
get to	0.142
little guy	0.142
foreign policy	0.142
traffic control	0.142
close attention	0.142
fixer upper	0.142
driving range	0.142
mission statement	0.142
jingle bell	0.142
voter turnout	0.142
the usual	0.142
tea bag	0.142
right turn	0.142
studio apartment	0.142
sympathize with	0.142
guest appearance	0.142
no probs	0.140
full price	0.140
take place	0.140
give her	0.140
fixed income	0.140
down pat	0.140
school yard	0.140
funny business	0.138
come near	0.138
follow on	0.138
popularity contest	0.138
step on	0.138
was to	0.138
dress shirt	0.138
ho ho	0.138
able bodied	0.138
free throw	0.138
online banking	0.138
pass on	0.138
associated press	0.138
over easy	0.138
call time	0.138
come before	0.138
cartoon character	0.138
waffle fries	0.138
inner circle	0.138
blue eyes	0.138
private school	0.138
building blocks	0.138
have do	0.138
airline industry	0.138
peer reviewed	0.138
long weekend	0.138
fast one	0.138
jet set	0.138
periodic table	0.138
sea level	0.138
treasure trove	0.138
government agency	0.138
big blue	0.138
greenhouse gas	0.138
hot cocoa	0.138
single handedly	0.138
paradigm shift	0.138
a roll	0.138
room temperature	0.138
white space	0.138
coffee bean	0.138
invest in	0.138
know better	0.138
by design	0.138
hair gel	0.138
race car	0.138
scrambled eggs	0.138
equate to	0.138
halloween costume	0.138
count on	0.138
gain control	0.138
window dressing	0.138
personality test	0.138
chicken wing	0.138
office hours	0.138
gated community	0.138
root for	0.138
security camera	0.138
time capsule	0.138
facial expression	0.138
essential services	0.138
be up	0.138
talking point	0.138
lecture hall	0.138
in bed	0.138
tortilla chips	0.138
electric car	0.138
full term	0.138
coconut oil	0.138
afford to	0.138
many a	0.138
stem cell	0.138
arcade game	0.138
get high	0.138
in step	0.136
take flight	0.136
urban legend	0.136
no nonsense	0.136
first night	0.134
seek to	0.134
common man	0.134
state line	0.134
visiting hours	0.134
straight up	0.134
park avenue	0.134
rule in	0.134
orange bowl	0.134
in sync	0.134
wrap up	0.134
fine line	0.134
steering wheel	0.134
user base	0.134
full page	0.134
lap dance	0.134
on foot	0.134
provided that	0.134
rom com	0.134
quick one	0.134
all that	0.134
eggs benedict	0.134
talk of	0.134
space needle	0.134
wear on	0.134
film industry	0.134
on duty	0.134
sun belt	0.134
want in	0.134
see beyond	0.134
social event	0.134
building code	0.134
extra innings	0.134
courtesy of	0.134
birth control	0.134
meant to	0.134
function as	0.134
give way	0.134
check mark	0.134
federal party	0.134
attribute to	0.134
time warp	0.134
mountain time	0.134
reference point	0.134
report in	0.134
bathing suit	0.134
acoustic guitar	0.134
ankle bracelet	0.134
taxi squad	0.134
product placement	0.134
bean bag	0.134
one thousand	0.134
frame in	0.134
a drive	0.134
leg room	0.134
cover letter	0.134
a battery	0.134
gummy bear	0.134
depend on	0.134
road trip	0.134
give in	0.134
fried shrimp	0.134
french people	0.134
how to	0.134
contingent on	0.134
reach for	0.134
travel to	0.134
talk time	0.134
on track	0.134
middle name	0.134
tag line	0.134
family law	0.134
a cappella	0.134
the lot	0.134
airport terminal	0.134
public access	0.134
adventure game	0.134
those who	0.134
buck up	0.134
ease up	0.134
land mass	0.134
air guitar	0.134
the city	0.134
picnic table	0.134
share price	0.134
gather in	0.134
tee shirt	0.134
own goal	0.134
sum up	0.134
supply side	0.134
launch into	0.134
base on	0.134
pina colada	0.130
toaster oven	0.130
read in	0.130
zoom in	0.130
word up	0.130
at first	0.130
frequent flyer	0.130
kitchen sink	0.130
grace period	0.130
paid out	0.130
connecting flight	0.130
adult life	0.130
credit system	0.130
press coverage	0.130
hot pink	0.130
baby boom	0.130
skate park	0.130
playoff game	0.130
booster dose	0.130
yellow light	0.130
night night	0.130
all y'all	0.130
near by	0.130
political movement	0.130
inner workings	0.130
public office	0.130
speak for	0.130
patron saint	0.130
white paper	0.130
full circle	0.130
swim suit	0.130
quick glance	0.130
spoken word	0.130
proportional representation	0.130
virtual world	0.130
going rate	0.130
care home	0.130
space station	0.130
in action	0.130
tell me	0.130
that's all	0.130
get across	0.130
internet explorer	0.130
second life	0.130
send in	0.130
accustomed to	0.130
pickup truck	0.130
street cred	0.130
white tiger	0.130
cash register	0.130
every night	0.130
housing stock	0.130
live by	0.130
be into	0.130
long history	0.130
big box	0.130
table top	0.130
look around	0.128
cater to	0.128
franchise player	0.128
public record	0.128
campaign manager	0.126
exclamation point	0.124
our lady	0.124
ask around	0.124
second wind	0.124
lip sync	0.124
fill up	0.124
personal business	0.124
in addition	0.124
hear from	0.124
dijon mustard	0.124
stationary bike	0.124
working out	0.124
on target	0.124
would say	0.124
come around	0.124
be like	0.124
social credit	0.124
follow up	0.124
in particular	0.124
slight anticipation	0.124
get into	0.124
and change	0.124
birthday suit	0.124
outer space	0.124
have to	0.124
chat room	0.124
beef stew	0.124
talk big	0.124
boxing match	0.124
dial in	0.124
suit up	0.124
little hand	0.124
central bank	0.124
high tech	0.124
in focus	0.124
wash away	0.122
team member	0.122
push for	0.120
blond hair	0.120
check on	0.120
fair share	0.118
blue spruce	0.118
fact is	0.118
for kicks	0.118
government building	0.116
minority government	0.116
family planning	0.116
make fun	0.116
have on	0.116
lego set	0.116
worked up	0.116
cook up	0.116
white women	0.116
pacific ocean	0.116
make him	0.116
think tank	0.116
measuring cup	0.114
root beer	0.114
young woman	0.114
tank engine	0.112
battery pack	0.112
republican party	0.112
action film	0.112
earl grey	0.112
post it	0.112
upper deck	0.112
young buck	0.112
boy scout	0.112
live around	0.112
every year	0.112
peace out	0.112
bronze medal	0.112
whole name	0.112
big one	0.112
parental leave	0.112
atlantic canada	0.112
hand on	0.112
be through	0.112
hotel lobby	0.112
trade on	0.112
three hundred	0.112
making waves	0.112
guessing game	0.112
school district	0.108
associate with	0.108
middle class	0.108
hair dryer	0.108
in person	0.108
spot light	0.108
rice pudding	0.108
mirror image	0.108
print out	0.108
rapid growth	0.108
processing time	0.108
government policies	0.108
big screen	0.108
political correctness	0.108
sound asleep	0.108
talk radio	0.108
digital media	0.108
social insurance	0.108
a stretch	0.108
security guard	0.108
blank canvas	0.108
head up	0.108
under control	0.108
soda pop	0.108
first amendment	0.108
go public	0.108
baby oil	0.108
chime in	0.108
get in	0.108
source code	0.108
color in	0.108
software company	0.108
parallel park	0.108
in phase	0.108
to hand	0.108
in law	0.108
country mile	0.108
fanny pack	0.108
poster child	0.108
feng shui	0.108
teenage years	0.108
reach out	0.108
instant replay	0.108
touch of	0.108
coffee creamer	0.108
insurance claim	0.108
fingers crossed	0.108
stick together	0.108
civil servant	0.108
look over	0.108
season premiere	0.108
car window	0.108
en masse	0.108
key question	0.108
shell out	0.106
capitol building	0.106
only son	0.106
hardware store	0.104
pizza shop	0.104
driver's seat	0.104
real time	0.104
what's up	0.104
deeply rooted	0.104
screen name	0.104
mind set	0.104
cold one	0.104
bell bottoms	0.104
figure in	0.104
weight watchers	0.104
role play	0.104
come through	0.104
apartment complex	0.104
bus pass	0.104
reflect on	0.104
past year	0.104
lead to	0.104
jet black	0.104
cowboy hat	0.104
in character	0.104
search party	0.104
two dozen	0.104
news media	0.104
foreign aid	0.104
bachelor party	0.104
fellow man	0.104
short break	0.104
price drop	0.104
boy band	0.104
well over	0.104
first edition	0.104
quick look	0.104
olive branch	0.104
big break	0.104
come into	0.104
spray bottle	0.104
engage in	0.104
big boy	0.104
bring on	0.104
even money	0.104
red wine	0.104
pizza crust	0.104
coast guard	0.104
in stride	0.104
raw material	0.104
magnifying glass	0.104
arranged marriage	0.104
like cats	0.104
the following	0.104
civic center	0.104
tight race	0.104
loosen up	0.104
sugar water	0.104
war hero	0.104
large cap	0.104
student body	0.104
hot summer	0.104
en route	0.104
blue jeans	0.104
build in	0.104
designated driver	0.104
fawn over	0.104
dollar sign	0.104
pass through	0.104
late afternoon	0.104
bunny girl	0.104
visiting team	0.104
green eyes	0.104
public defender	0.104
swear in	0.104
sippy cup	0.104
directly proportional	0.104
pull through	0.104
top secret	0.104
crossing guard	0.104
getting along	0.104
run through	0.104
hands full	0.104
play up	0.104
old days	0.104
point spread	0.104
black diamond	0.104
boom box	0.104
large groups	0.104
foreign exchange	0.102
extreme anticipation	0.102
world bank	0.102
font size	0.100
no problem	0.100
baseball season	0.100
garden hose	0.100
forward pass	0.100
superior court	0.100
black tie	0.100
call center	0.100
memory lane	0.100
blue cheese	0.100
work schedule	0.100
disco ball	0.100
boxing ring	0.100
plan out	0.100
tooth brush	0.100
be one	0.100
press secretary	0.100
be full	0.100
hand soap	0.100
double up	0.100
train station	0.100
hot toddy	0.100
tap for	0.100
mobile number	0.100
spoon fed	0.100
blue dress	0.100
vegetable oil	0.100
check up	0.100
ice breaker	0.100
lab coat	0.100
mutually exclusive	0.100
secret agent	0.100
driving test	0.100
moral imperative	0.100
mean business	0.100
mini fridge	0.100
hooked on	0.100
practical nurse	0.100
little people	0.100
fantasy football	0.100
hair mask	0.100
quite a	0.100
count in	0.100
web design	0.100
now now	0.100
cranberry sauce	0.100
half price	0.100
choose to	0.100
coney island	0.100
self-fulfilling prophecy	0.100
play off	0.100
chili dog	0.100
sneak peek	0.100
multiple choice	0.100
paper money	0.100
take effect	0.100
baked beans	0.100
full house	0.100
first dibs	0.100
chock full	0.100
sticky note	0.100
direct flight	0.100
meal plan	0.100
ever so	0.100
strong feelings	0.100
bus station	0.100
public radio	0.100
resonate with	0.100
