term	valence
reattach	0.571
twentyfold	0.571
deservedness	0.571
associativity	0.571
ambulant	0.571
sedately	0.571
verbalize	0.571
fervency	0.571
handhold	0.571
dachshund	0.571
environmentally	0.571
screenwriting	0.571
switzerland	0.571
freedman	0.571
circumspective	0.571
lordly	0.571
highbrow	0.571
amalgamate	0.571
iceskate	0.571
incisively	0.571
rationalistically	0.571
individualist	0.571
microcontroller	0.571
churchwoman	0.571
nonny	0.571
perennially	0.571
lifter	0.571
clearway	0.571
beachcombing	0.571
airflow	0.571
goldfinch	0.571
punchbowl	0.571
apostolically	0.571
acquirable	0.571
chainless	0.571
superego	0.571
fortissimo	0.571
universalist	0.571
cumin	0.571
specifiable	0.571
diversifier	0.571
accompanist	0.571
identified	0.571
urbanization	0.571
deregulation	0.571
gran	0.571
congruousness	0.571
biomechanics	0.571
spadework	0.571
weightlessly	0.571
bloodstock	0.571
frugalness	0.571
leopardess	0.571
strongman	0.571
quick trip	0.570
painless	0.570
great grandmother	0.569
grapes	0.568
quickly	0.568
surprised	0.568
fulfill	0.568
sublime	0.568
new standard	0.566
light hearted	0.566
christmas tree	0.566
young person	0.566
keep going	0.566
olympic	0.566
lucky dog	0.566
forecast	0.566
business center	0.566
higher power	0.566
holy grail	0.566
bubble bath	0.566
forward looking	0.566
sweet corn	0.566
smooth sailing	0.566
clean water	0.566
love letter	0.566
level headed	0.566
business partner	0.566
primary source	0.566
musical theater	0.566
clean sweep	0.566
trust in	0.566
special effects	0.566
powerful	0.566
renovated	0.566
field goal	0.566
christmas gift	0.566
get better	0.566
trimester	0.566
sunset	0.564
regenerate	0.564
rightful	0.563
procurement	0.562
household	0.562
credited	0.562
sensation	0.562
adolescent	0.562
continuity	0.562
luckygirl	0.562
normality	0.562
destiny	0.562
greeted	0.562
certified	0.562
get married	0.562
farm	0.562
swan	0.562
sense	0.562
slender	0.562
fluffy	0.562
true meaning	0.562
boyfriend	0.562
progenitor	0.562
cafe	0.562
confetti	0.562
deserved	0.562
unite	0.562
samba	0.562
considerate	0.562
convenience	0.562
get going	0.562
get credit	0.562
represent	0.562
birthplace	0.562
naturalization	0.562
morning time	0.562
forgive	0.562
resurrect	0.562
prudence	0.562
presents	0.562
teenager	0.562
snacks	0.562
amply	0.562
activation	0.562
academic	0.562
savant	0.562
artisan	0.562
magnify	0.562
delectable	0.562
harvest	0.562
mind blowing	0.562
tasting	0.562
professionalism	0.562
reason	0.562
reputable	0.562
habitation	0.562
embroidery	0.562
foodie	0.562
attribute	0.562
conditioner	0.562
convergent	0.562
meritorious	0.562
gleam	0.562
team up	0.562
impressive	0.562
fan	0.562
ballgame	0.562
verified	0.562
well behaved	0.562
certainty	0.562
equal	0.562
classmate	0.562
erotica	0.562
sage	0.562
snuggle	0.562
well used	0.562
inaugurate	0.562
restful	0.562
amulet	0.562
recovery	0.562
coloring	0.562
christ	0.562
grandchild	0.562
cinematography	0.562
autographed	0.562
adventurer	0.562
hygiene	0.562
real stuff	0.562
high life	0.562
united	0.562
rumba	0.562
midsummer	0.562
rebirth	0.562
believe	0.562
amen	0.562
outdoors	0.562
messiah	0.562
athlete	0.562
participation	0.562
evolution	0.562
inventor	0.562
synchronize	0.562
comrade	0.562
sauna	0.562
see life	0.562
imaginative	0.560
knight	0.560
aglow	0.560
recoverable	0.560
photogenic	0.560
understood	0.560
interest	0.560
spontaneous	0.560
inventive	0.560
soundness	0.560
helipad	0.560
straightforward	0.560
treatable	0.560
healthcare	0.560
thought	0.560
liberated	0.560
admissible	0.560
vivacious	0.560
anthem	0.560
move ahead	0.560
fort	0.560
order	0.560
memorabilia	0.560
emotional	0.558
waterproof	0.558
clap	0.558
protector	0.558
upheld	0.556
audaciously	0.556
electrotherapy	0.556
concordantly	0.556
repeatable	0.556
viewership	0.556
whitener	0.556
fantasies	0.556
sunbather	0.556
untwined	0.556
unharnessed	0.556
supersize	0.556
tortellini	0.556
lighten up	0.556
engrain	0.556
reckonable	0.556
cadenced	0.556
winterization	0.556
multitask	0.556
analogical	0.556
homeliness	0.556
curried	0.556
basketful	0.556
classifier	0.556
pearl necklace	0.556
capacitate	0.556
kinesthetic	0.556
certifier	0.556
reversibility	0.556
soldierly	0.556
integrationist	0.556
accordable	0.556
fiftyfold	0.556
chatting	0.556
quaff	0.556
duly	0.556
tantalizer	0.556
fawnlike	0.556
nectarine	0.556
interchangeability	0.556
guildhall	0.556
foliaged	0.556
requite	0.556
magnetize	0.556
illuminant	0.556
furnishment	0.556
transmutable	0.556
effable	0.556
booklore	0.556
feministic	0.556
annunciation	0.556
handwritten	0.556
dalmatian	0.556
obligate	0.556
unbend	0.556
splashdown	0.556
apple tree	0.556
ineradicable	0.556
grassland	0.556
typify	0.556
peace sign	0.556
kinsman	0.556
unbundle	0.556
potentiate	0.556
primacy	0.556
intercontinental	0.556
work hard	0.556
germanophile	0.556
astrobiology	0.556
consultancy	0.556
greener	0.556
breadbasket	0.556
statured	0.556
worshiper	0.556
foreknowledge	0.556
waterside	0.556
agrobiologist	0.556
surgically	0.556
mothproof	0.556
pharmaceutics	0.556
milky way	0.556
financial gain	0.556
nontrivial	0.556
doozy	0.556
repave	0.556
electrotherapist	0.556
unsubordinated	0.556
handloom	0.556
affiliate	0.556
entertainment industry	0.556
grandson	0.556
foodstuff	0.556
ecologic	0.556
specialization	0.556
nickelodeon	0.556
straightforwardly	0.556
sealskin	0.556
watercress	0.556
internationalize	0.556
commensurable	0.556
prepayment	0.556
elfin	0.556
synchro	0.556
confirmable	0.556
sextet	0.556
pluralistic	0.556
reinstitution	0.556
outscore	0.556
receivable	0.556
professorially	0.556
coessential	0.556
equipped	0.556
translatable	0.556
handpainted	0.556
groundswell	0.556
pastorale	0.556
powerboat	0.556
dimpled	0.556
taintless	0.556
oxygenize	0.556
unreservedness	0.556
sugarcane	0.556
gestational	0.556
braze	0.556
bibliographically	0.556
acceptor	0.556
backrest	0.556
metallurgist	0.556
cytogenesis	0.556
applicableness	0.556
operatically	0.556
recapitulate	0.556
appraisable	0.556
scaleable	0.556
plausibly	0.556
hymnal	0.556
quesadilla	0.556
monarchial	0.556
alumna	0.556
patternmaker	0.556
disarmament	0.556
imperially	0.556
ambassadorial	0.556
streamside	0.556
leisureliness	0.556
bouffant	0.556
kyoto	0.556
filmgoer	0.556
endurable	0.556
internationalist	0.556
persuader	0.556
accelerative	0.556
postseason	0.556
baptized	0.556
suburbanize	0.556
backcountry	0.556
wirelessly	0.556
upslope	0.556
kodak	0.556
gobsmacked	0.556
moralism	0.556
roamer	0.556
redresser	0.556
cautiousness	0.556
frivolity	0.556
glycerine	0.556
fledge	0.556
true believers	0.556
modesty	0.556
viewable	0.556
incrementally	0.556
herbalist	0.556
ambulation	0.556
prosciutto	0.556
greeter	0.556
connectional	0.556
bayside	0.556
gingham	0.556
dynastic	0.556
compensative	0.556
aeronautic	0.556
taxonomical	0.556
recoupment	0.556
passer	0.556
legibly	0.556
roundtable	0.556
splashy	0.556
floodless	0.556
defog	0.556
businessperson	0.556
straight answer	0.556
sideburns	0.554
lasting	0.554
parking	0.554
cocoa	0.552
family tree	0.552
sunday	0.552
joking	0.552
astute	0.552
doctorate	0.552
all important	0.552
dolphin	0.552
innocently	0.552
daydreaming	0.552
handmade	0.552
dreamboat	0.552
power couple	0.552
toleration	0.552
university student	0.552
unicorn	0.552
come true	0.552
technology	0.552
specialize	0.552
advancement	0.552
moderate surprise	0.552
savings	0.552
cradle	0.552
million	0.552
snowman	0.552
works	0.552
beneficiary	0.552
bracelet	0.552
solace	0.552
wages	0.552
remember	0.552
juice	0.552
expert	0.552
sufficiently	0.552
owner	0.552
housing	0.552
solar power	0.552
architect	0.552
unmatched	0.552
self discipline	0.552
car	0.552
viability	0.552
rejuvenate	0.552
expansion	0.552
lifelike	0.552
library	0.552
explore	0.552
woodland	0.552
fruition	0.552
stay together	0.552
effectual	0.552
crisp	0.552
understandable	0.552
reader	0.552
gold rush	0.552
play fair	0.552
surety	0.552
straight games	0.552
presidency	0.552
determination	0.552
suit	0.552
daycare	0.552
canto	0.552
fluency	0.552
praise	0.552
paternal	0.552
peaceable	0.552
qualifications	0.552
premiere	0.552
natural resources	0.552
infallible	0.552
go well	0.552
smartest	0.552
rational	0.550
flair	0.550
compensation	0.550
conducive	0.550
gardens	0.550
symphonic	0.550
author	0.550
intact	0.549
first baseman	0.548
satisfied with	0.548
in fashion	0.548
music box	0.548
you win	0.548
make sense	0.548
inclusion	0.548
frothy	0.548
music video	0.548
quickness	0.548
very fast	0.548
faster	0.548
full moon	0.548
second nature	0.548
national treasure	0.548
have connections	0.548
find	0.548
top ten	0.548
premier league	0.548
scientific research	0.548
laugh track	0.548
playlist	0.548
stay well	0.548
power ranger	0.548
donate	0.548
be active	0.548
master's degree	0.548
best part	0.548
bubble	0.548
by nature	0.548
self esteem	0.548
well built	0.548
clear picture	0.548
resolutely	0.547
crowning	0.546
software developer	0.546
windmill	0.546
acquisitions	0.546
restaurant	0.545
editor	0.544
authorize	0.544
indestructible	0.544
husband	0.542
light	0.542
wedded	0.542
prominently	0.542
observe	0.542
voluntary	0.542
wish	0.542
unstop	0.542
steeliness	0.542
immutability	0.542
renaissance	0.542
bonesetter	0.542
rhythm	0.542
knitwear	0.542
uptowner	0.542
multiprocessing	0.542
inductive	0.542
vibraphone	0.542
beamlike	0.542
sentimentality	0.542
acceptably	0.542
buy	0.542
panoramically	0.542
cheekbone	0.542
pardner	0.542
listen	0.542
great grandma	0.542
attemptable	0.542
joker	0.542
disbursal	0.542
steadfast	0.542
incorporated	0.542
unbelievable	0.542
softer	0.542
cubism	0.542
stimulus	0.542
conceptualist	0.542
landholding	0.542
cashew	0.542
beheld	0.542
oversubscribe	0.542
conservatively	0.542
legally	0.542
scrollwork	0.542
kindergartner	0.542
wristwatch	0.542
housemother	0.542
drollness	0.542
chant	0.542
pureblood	0.542
kinship	0.542
babyface	0.542
tolerability	0.542
technocratic	0.542
brightens	0.542
upping	0.542
anthologist	0.542
outing	0.542
sabbatical	0.542
successiveness	0.542
sanctity	0.542
cytologist	0.542
superhighway	0.542
puckishly	0.542
agonist	0.542
humbly	0.542
permanence	0.542
highest	0.542
legibility	0.542
reflectively	0.542
functionalize	0.542
capitalize	0.542
available	0.542
otherworld	0.542
prophetically	0.542
total	0.542
bookstore	0.542
outdo	0.542
chick	0.542
stroganoff	0.542
seashell	0.542
aviate	0.542
solicitous	0.542
pluralist	0.542
bullishness	0.542
conclusively	0.542
digitalization	0.542
debutante	0.542
electrifiable	0.542
remanufacture	0.542
miniaturize	0.542
naturism	0.542
romancer	0.542
placidly	0.542
artful	0.542
cockatiel	0.542
boudoir	0.542
repairable	0.542
dynamist	0.542
instructor	0.542
patriot	0.542
reenactment	0.542
sacrificially	0.542
meetinghouse	0.542
emblematic	0.542
jujitsu	0.542
rakish	0.542
enfold	0.542
minestrone	0.542
consecration	0.542
shrewdness	0.542
hairstyle	0.542
fantasize	0.542
visit	0.542
syndication	0.542
intuitionally	0.542
rapport	0.542
floret	0.542
torte	0.542
placation	0.542
bestseller	0.542
sandlot	0.542
experienced	0.542
antigambling	0.542
babes	0.542
studies	0.542
synchronism	0.542
intuitive	0.542
uncover	0.542
paleontologist	0.542
sightseer	0.542
musicological	0.542
high degree	0.542
supervised	0.542
hedonist	0.542
inclinable	0.542
spendable	0.542
cricketer	0.542
generate	0.542
bobsledder	0.542
ovenproof	0.542
tastebud	0.542
nuptials	0.542
expectation	0.542
florist	0.542
ascot	0.542
illustrator	0.542
reflectivity	0.542
intrigued	0.542
tenderize	0.542
outgrowth	0.542
lucid	0.542
forcibleness	0.542
aloft	0.542
foundation	0.542
develop	0.542
preparation	0.542
makeover	0.542
vibrant	0.542
forgeable	0.542
compote	0.542
seductive	0.542
hydrocortisone	0.542
engage	0.542
patience	0.542
ultralight	0.542
percussionist	0.542
sanguineous	0.542
integration	0.542
quickstep	0.542
build	0.542
moonwalker	0.542
retrain	0.542
ceremonial	0.542
lottery	0.542
lustrous	0.542
memorials	0.542
niece	0.542
anew	0.542
landholder	0.542
demonstrate	0.542
instinct	0.542
recapitalize	0.542
discover	0.542
dexterity	0.542
trained	0.542
uplifting	0.542
recommence	0.542
filial	0.542
bridgeable	0.542
resolute	0.542
cosmography	0.542
bubbler	0.542
illustrative	0.542
fluffily	0.542
airiness	0.542
shippable	0.542
straightaway	0.542
reawake	0.542
shapely	0.542
expectant	0.541
fortnight	0.540
ready	0.540
reproductive	0.540
garden	0.540
renewal	0.540
consultant	0.540
sympathize	0.540
soul	0.540
libido	0.540
companion	0.540
illuminator	0.540
provide care	0.540
survive	0.540
hallelujah	0.540
sanctification	0.540
ameliorate	0.540
concessional	0.540
save	0.540
sapphire	0.540
meaningful	0.540
organic food	0.538
pop star	0.538
energy efficient	0.538
euphoria	0.538
homey	0.538
waltz	0.538
team together	0.538
privilege	0.537
gold standard	0.536
public service	0.536
soft spoken	0.536
funniest	0.536
tip top	0.536
funny man	0.536
inner peace	0.536
high note	0.536
a treat	0.536
competency	0.536
support group	0.536
married woman	0.536
like like	0.536
native language	0.536
easy money	0.536
couple with	0.536
in peace	0.536
improve on	0.536
belong together	0.536
inseparable	0.534
surprised at	0.534
get healthy	0.534
look forward	0.534
coverage	0.534
allow for	0.534
outright	0.534
bring together	0.534
white dress	0.534
most certainly	0.534
flying colors	0.534
lead character	0.534
character actor	0.534
human	0.534
take advice	0.534
holy cow	0.534
work with	0.534
have respect	0.534
lover boy	0.534
holy land	0.534
field trip	0.534
game changer	0.534
right angle	0.534
stay tuned	0.534
better half	0.534
most importantly	0.534
golden age	0.534
horseback riding	0.534
team leader	0.534
extended family	0.534
football game	0.534
high five	0.534
white chocolate	0.534
care package	0.534
well run	0.534
five star	0.534
main thing	0.534
open season	0.534
novelize	0.533
advisedly	0.533
establisher	0.533
crikey	0.533
choy	0.533
memoirist	0.533
revalidation	0.533
dustless	0.533
videogame	0.533
featheriness	0.533
milkmaid	0.533
passionflower	0.533
selves	0.533
songstress	0.533
brainteaser	0.533
reattachment	0.533
polychrome	0.533
straightedge	0.533
coactivity	0.533
unlabored	0.533
poinsettia	0.533
techie	0.533
outwrestle	0.533
expediter	0.533
autographic	0.533
joshing	0.533
giggler	0.533
omelette	0.533
homesteader	0.533
seemly	0.533
equilateral	0.533
coenzyme	0.533
rhythmically	0.533
subsidizer	0.533
middleclass	0.533
givin	0.533
absolvent	0.533
debugger	0.533
reincarnate	0.533
miniseries	0.533
interrelationship	0.533
uncompromised	0.533
fandom	0.533
revaluation	0.533
furthermost	0.533
rambunctious	0.533
newsmaker	0.533
individualization	0.533
costless	0.533
kiss me	0.532
dignified	0.532
grow from	0.532
summation	0.532
instant	0.532
mountains	0.532
well intentioned	0.532
new year	0.532
top priority	0.532
dwelling	0.530
satisfactorily	0.530
crystalline	0.530
nana	0.530
perform	0.530
school	0.530
potable	0.530
mermaid	0.530
speak	0.530
pregnant	0.530
attentive	0.530
glisten	0.530
tolerant	0.530
postal	0.530
objectivity	0.530
heal	0.530
capable	0.530
communion	0.530
lighting	0.530
disciple	0.530
eternity	0.530
know	0.530
jasmine	0.530
journeyman	0.530
sentiment	0.530
garnish	0.530
freestyle	0.530
senorita	0.530
fidelity	0.530
mindful	0.530
cogent	0.530
symphony	0.530
autumn	0.530
deferral	0.530
appreciates	0.530
preserving	0.530
information	0.530
mango	0.530
obedience	0.530
composition	0.530
forethought	0.530
mission	0.530
confident	0.530
cosmetics	0.530
napping	0.530
compliment on	0.530
freshstart	0.530
banquet	0.530
whatmakesmesmile	0.530
clairvoyant	0.530
legality	0.530
ascension	0.530
persist	0.530
restore	0.530
imagining	0.530
protagonist	0.530
original	0.530
adrenaline	0.530
sound	0.530
content	0.528
activate	0.528
concurrence	0.528
useful	0.526
chuckle	0.526
supporters	0.526
fully	0.526
gratified	0.526
jeweler	0.526
karaoke	0.526
stealthily	0.526
instamatic	0.524
bequeathal	0.524
scholasticism	0.524
intercommunicative	0.524
documentarian	0.524
diversely	0.524
recompose	0.524
recertify	0.524
analyzability	0.524
freeholder	0.524
tractability	0.524
liberally	0.524
maternally	0.524
clanship	0.524
resoluble	0.524
foody	0.524
socializer	0.524
curtsey	0.524
electroluminescent	0.524
parallelization	0.524
beefburger	0.524
intuitivism	0.524
anchorman	0.524
salaries	0.524
herbage	0.524
memoire	0.524
feasibly	0.524
lightyear	0.524
electropositive	0.524
pretournament	0.524
headmistress	0.524
exemplification	0.524
mystically	0.524
updated	0.524
deliberateness	0.524
etymological	0.524
falconry	0.524
intricateness	0.524
reorientation	0.524
wideness	0.524
overwater	0.524
stockholding	0.524
historiographer	0.524
timberwork	0.524
outlearn	0.524
eventfulness	0.524
reinstruction	0.524
curio	0.524
swallowtail	0.524
synchronizer	0.524
humming	0.524
broad	0.524
sparker	0.524
proved	0.524
condominium	0.524
factorability	0.524
amuser	0.524
conjunctly	0.524
materialization	0.524
folksong	0.524
workgroup	0.524
permissibility	0.524
seacoast	0.524
reply	0.524
thermoregulatory	0.524
topcoat	0.524
woodstove	0.524
transparence	0.524
chorale	0.524
snowdrop	0.524
mountainside	0.524
obtainment	0.524
reacquaint	0.524
legitimization	0.524
resolvedly	0.524
devoutly	0.524
kinesis	0.524
moved	0.524
tenderizer	0.524
postimpressionistic	0.524
classic rock	0.522
photographic	0.522
verify	0.522
cooperating	0.520
participate in	0.520
naturalized	0.520
hearth	0.520
warm	0.520
authorized	0.520
hear	0.520
playtime	0.520
tickle	0.520
coffeepot	0.520
involvement	0.520
stylist	0.520
eyes	0.520
regalia	0.520
enterprise	0.520
audacity	0.520
meet	0.520
sane	0.520
agreement	0.520
prefer	0.520
educate	0.520
twins	0.520
fix	0.520
civility	0.520
responsibility	0.520
connoisseur	0.520
outfit	0.520
planner	0.520
dress	0.520
wits	0.520
theater	0.520
muse	0.520
technique	0.520
luxuriant	0.520
crescendo	0.520
brighten	0.520
initiated	0.520
champagne	0.520
founder	0.520
lotto	0.520
credence	0.520
commence	0.520
state park	0.520
fundraising	0.520
existence	0.520
fluent	0.520
attitude	0.520
complement	0.520
wanting	0.520
top	0.520
illumination	0.520
express	0.520
orchard	0.520
recognize	0.520
qualified	0.520
globe	0.520
certain	0.520
confirmed	0.520
merge	0.520
hearty	0.520
swimming	0.520
bounty	0.520
included	0.520
cousins	0.520
justice	0.520
acquittal	0.520
origination	0.520
mythological	0.520
modest	0.520
necklace	0.520
wholesale	0.520
thrift	0.520
silk	0.520
soft	0.520
bestdayever	0.520
unconditional	0.520
kid	0.520
bid	0.520
obtain	0.520
likelihood	0.520
ingenious	0.520
figurine	0.520
affections	0.520
roomy	0.520
translator	0.520
ceremony	0.520
doable	0.520
timeliness	0.520
empathic	0.520
sportswriter	0.520
genie	0.520
notable	0.520
salmon	0.520
prospectively	0.520
specialist	0.520
attainable	0.520
reinstate	0.520
exportation	0.520
preparedness	0.520
dayoff	0.520
touching	0.520
prevention	0.520
homecoming	0.520
expanded	0.520
contestant	0.520
parental	0.520
craft	0.520
footing	0.520
regeneration	0.520
enormously	0.520
reciprocate	0.520
kindred	0.520
tidy	0.520
chummy	0.520
punctually	0.520
internet	0.520
modernism	0.520
conquering	0.520
thebest	0.520
bask	0.520
wintertime	0.520
power point	0.520
big man	0.520
validate	0.520
elevation	0.520
zoo	0.520
personification	0.520
sunup	0.520
familiarize	0.520
convincing	0.520
seawater	0.520
celebrity	0.520
reconcile	0.520
diligent	0.520
liberate	0.520
fly	0.520
worshipful	0.520
enable	0.520
adherence	0.520
teacher	0.520
schoolgirl	0.520
guitar player	0.520
marital	0.520
limo	0.520
respiration	0.520
action	0.520
understand	0.520
legalized	0.520
advise	0.520
strongbox	0.519
unknot	0.519
interchanger	0.519
samsonite	0.519
conformant	0.519
sarge	0.519
enthrone	0.519
shamanism	0.519
hypothesizer	0.519
revealer	0.519
snowmobile	0.519
tantalization	0.519
treacle	0.519
wieldable	0.519
moneywise	0.519
sensitively	0.519
formally	0.519
insolation	0.519
rower	0.519
buyout	0.519
twinning	0.519
rhetorically	0.519
aerate	0.519
outshoot	0.519
outbalance	0.519
honeypot	0.519
instrumentation	0.519
traceably	0.519
collaborationism	0.519
huntswoman	0.519
bowers	0.519
earthiness	0.519
kindergartener	0.519
wickerwork	0.519
cloverleaf	0.519
photofinishing	0.519
jetski	0.519
stereophonic	0.519
contritely	0.519
sanskrit	0.519
telecommuter	0.519
distinguisher	0.519
compensable	0.519
exceptionable	0.519
bearableness	0.519
powered	0.519
alphabetization	0.519
pinewood	0.519
glasswork	0.519
evolutionist	0.519
immediateness	0.519
reinsurer	0.519
penpal	0.519
commensurately	0.519
handclasp	0.519
moderateness	0.519
potently	0.519
sensorial	0.519
hotelier	0.519
desires	0.519
expeditionary	0.519
evolutionism	0.519
autoregulation	0.519
licenser	0.519
heaven sent	0.518
flavour	0.518
reasonable person	0.518
pretty boy	0.518
thanks to	0.518
thanks again	0.518
puzzle game	0.518
present tense	0.518
breakfast time	0.518
with young	0.518
independent school	0.518
blameless	0.518
skin care	0.518
new technology	0.518
hot food	0.518
well timed	0.518
imagine	0.518
live performance	0.518
church service	0.518
sleeping beauty	0.518
help with	0.518
prime minister	0.518
cool stuff	0.518
soft skills	0.518
share	0.518
fun run	0.518
huge fan	0.518
whole life	0.518
table tennis	0.518
power up	0.518
game plan	0.518
fun stuff	0.518
free people	0.518
free entry	0.518
naturally occurring	0.518
popular culture	0.518
trust me	0.516
guarded	0.516
god	0.516
tradition	0.516
extra curricular	0.516
rose garden	0.516
free from	0.516
safe bet	0.516
get advice	0.516
all inclusive	0.516
green energy	0.516
mingle with	0.516
money tree	0.516
sweet jesus	0.516
friends with	0.516
the go-ahead	0.516
strong suit	0.516
sunny side	0.516
build bridges	0.516
rings true	0.516
group together	0.516
get support	0.516
cafeteria	0.514
bevel	0.514
realize	0.514
have	0.514
gloss	0.514
resolution	0.513
goodmusic	0.512
strawberry jam	0.512
day out	0.512
affluent	0.512
alive	0.511
appetizer	0.510
accountability	0.510
mating	0.510
progressive	0.510
maiden	0.510
loaf	0.510
premier	0.510
football	0.510
takeoff	0.510
immense	0.510
strolling	0.510
newjob	0.510
weather	0.510
heighten	0.510
in business	0.510
grill	0.510
wishing	0.510
consult	0.510
expressive	0.510
booster	0.510
mastery	0.510
natal	0.510
optional	0.510
endowed	0.510
joining	0.510
restoration	0.510
flattering	0.510
participate	0.510
ascent	0.510
profound	0.510
lofty	0.510
dessert	0.510
pup	0.510
partake	0.510
ripen	0.510
sportsman	0.510
carefree	0.510
conversing	0.510
tickled	0.510
folklore	0.510
greater	0.510
soulful	0.510
furnish	0.510
dollar	0.510
sosweet	0.510
capitals	0.510
toymaker	0.510
toddler	0.509
gratis	0.509
intrepid	0.506
handiwork	0.506
big tent	0.506
speaking	0.506
finance	0.506
automobile	0.506
breast	0.506
resuscitation	0.506
culture	0.506
reborn	0.505
instinctive	0.504
glossy	0.504
mademoiselle	0.504
yea	0.502
provider	0.502
solid	0.501
sensitivity	0.500
illustrate	0.500
sculpture	0.500
frill	0.500
semper	0.500
amenity	0.500
at home	0.500
sanitizer	0.500
deliverance	0.500
classical music	0.500
silverplate	0.500
ratify	0.500
grammatical	0.500
people person	0.500
tamale	0.500
heartbeat	0.500
lights	0.500
linchpin	0.500
inapprehensive	0.500
leap	0.500
high jump	0.500
principle	0.500
chaliced	0.500
fashion statement	0.500
yoga	0.500
lifestyle	0.500
emphatically	0.500
relive	0.500
preparedly	0.500
coordinator	0.500
community	0.500
ascender	0.500
assessment	0.500
working group	0.500
revere	0.500
for life	0.500
nutritional value	0.500
major key	0.500
syncopation	0.500
subspecialist	0.500
professorial	0.500
parenthood	0.500
leapfrog	0.500
thyself	0.500
methodologist	0.500
securities	0.500
ordain	0.500
telephotographic	0.500
scrappiness	0.500
headroom	0.500
likeliness	0.500
laserjet	0.500
grapelike	0.500
femininity	0.500
impressibility	0.500
free ticket	0.500
earliest	0.500
medallion	0.500
brainer	0.500
postulator	0.500
busty	0.500
reaffirm	0.500
illusionism	0.500
epistemology	0.500
student teaching	0.500
scarf	0.500
warm up	0.500
durability	0.500
windfall	0.500
eligible	0.500
clothing	0.500
applesauce	0.500
necessary	0.500
functional	0.500
edible	0.500
codifier	0.500
extraprofessional	0.500
stile	0.500
green thumb	0.500
classics	0.500
outset	0.500
rendezvous	0.500
essentialism	0.500
unrepeated	0.500
healing	0.500
resolvable	0.500
immunoglobulin	0.500
righty	0.500
haha	0.500
treetop	0.500
countrywoman	0.500
reshape	0.500
hydrophilic	0.500
duplicability	0.500
euphemistic	0.500
added value	0.500
salad	0.500
tutor	0.500
uncurl	0.500
proprietarily	0.500
tourist attraction	0.500
sourdough	0.500
overmatch	0.500
memoir	0.500
manageable	0.500
daytime	0.500
wordbook	0.500
forgiven	0.500
deepest	0.500
coffee break	0.500
megapixel	0.500
girl power	0.500
popular music	0.500
conversation	0.500
reevaluate	0.500
candy shop	0.500
free speech	0.500
gumball	0.500
parasympathetic	0.500
longevity	0.500
swingy	0.500
astronomer	0.500
academic freedom	0.500
interested	0.500
info	0.500
amoxicillin	0.500
employment	0.500
explainable	0.500
professional baseball	0.500
close friend	0.500
templar	0.500
tranquilization	0.500
definer	0.500
well established	0.500
income	0.500
rich people	0.500
airstream	0.500
outspread	0.500
young man	0.500
eugenically	0.500
commemorative	0.500
winterize	0.500
chillness	0.500
strove	0.500
startling	0.500
conceptual	0.500
iloveher	0.500
housefather	0.500
revalidate	0.500
be yourself	0.500
platinum	0.500
vital	0.500
new deal	0.500
agave	0.500
insurer	0.500
humidor	0.500
yachtsmanship	0.500
provision	0.500
conceptualism	0.500
sleek	0.500
cheer on	0.500
passion fruit	0.500
cocktail party	0.500
instantaneous	0.500
violinmaker	0.500
electiveness	0.500
intercomparable	0.500
fanciness	0.500
nightspot	0.500
nightcap	0.500
tolerable	0.500
consent	0.500
sheepskin	0.500
colour	0.500
homebred	0.500
rooter	0.500
looking at	0.500
greatly	0.500
all together	0.500
audition	0.500
meeting	0.500
highlighter	0.500
hangglider	0.500
phosphorescence	0.500
intervener	0.500
keratin	0.500
to heart	0.500
prideful	0.500
think big	0.500
firmament	0.500
recommencement	0.500
trilling	0.500
violist	0.500
qualifiable	0.500
amazement	0.500
all clear	0.500
personal	0.500
earth	0.500
affinitive	0.500
actuality	0.500
national anthem	0.500
webdesign	0.500
on occasion	0.500
reactivation	0.500
convinced	0.500
cogitative	0.500
untying	0.500
vocationally	0.500
conquerable	0.500
tallness	0.500
extrapolation	0.500
bachelorette party	0.500
awe inspiring	0.500
margarita	0.500
take chances	0.500
comedienne	0.500
work on	0.500
unoffending	0.500
rock music	0.500
eyesight	0.500
food drive	0.500
masonry	0.500
disbursable	0.500
spouse	0.500
churchlike	0.500
bode well	0.500
essentially	0.500
school teacher	0.500
gals	0.500
viscount	0.500
visibility	0.500
rocking chair	0.500
enunciation	0.500
coalescent	0.500
gigantic	0.500
idea	0.500
visible	0.500
divan	0.500
compliance	0.500
offer	0.500
characterization	0.500
hedonistically	0.500
radiographer	0.500
bling	0.500
circlet	0.500
brainworker	0.500
breaststroke	0.500
trueborn	0.500
teashop	0.500
resupply	0.500
commensurably	0.500
aphrodisiac	0.500
daydream	0.500
bulletproof	0.500
contemplator	0.500
business day	0.500
psychedelia	0.500
leveraged	0.500
aptitude	0.500
be prepared	0.500
of course	0.500
band together	0.500
play on	0.500
natural order	0.500
look sharp	0.500
mascot	0.500
give	0.500
pharmacologist	0.500
convalesce	0.500
restructure	0.500
unstilted	0.500
unhitch	0.500
workspace	0.500
arise	0.500
cryptologist	0.500
motorized	0.500
quillwork	0.500
abatable	0.500
bronchiole	0.500
reinfusion	0.500
selectiveness	0.500
retweet	0.500
organisation	0.500
free trade	0.500
job creation	0.500
