term	valence	arousal	dominance
asparagus	-0.062	-0.366	-0.472
aspartame	-0.062	-0.040	-0.356
aspect	-0.042	-0.062	0.176
aspects	-0.122	-0.040	0.130
aspen	-0.042	-0.440	-0.210
aspersion	-0.667	-0.381	-0.222
asphalt	-0.042	-0.472	-0.122
asphyxia	-0.604	0.408	-0.378
asphyxiate	-1.000	0.857	-0.733
asphyxiation	-0.882	0.490	-0.176
aspirant	0.630	0.667	0.542
aspirate	0.000	0.333	0.185
aspiration	0.408	0.448	0.350
aspirational	1.000	0.625	0.667
aspirator	0.111	0.630	0.444
aspiratory	0.583	0.292	0.500
aspire	0.624	-0.062	0.444
aspirer	0.704	0.667	0.583
aspirin	-0.042	-0.458	-0.156
aspiring	0.688	0.164	0.208
assail	-0.244	0.020	0.000
assailable	-0.381	0.571	-0.815
assailant	-0.632	0.736	0.204
assailer	-1.000	0.952	0.926
assailment	-0.667	0.889	-0.167
assassin	-0.854	0.866	0.264
assassinate	-0.898	0.969	0.444
assassinated	-1.000	1.000	0.222
assassination	-0.834	0.882	0.050
assassinator	-1.000	1.000	0.611
assault	-0.666	0.696	0.100
assaulter	-1.000	1.000	1.000
assay	0.266	0.118	0.188
assemblage	-0.142	-0.096	0.200
assemble	0.084	0.140	0.500
assembled	0.326	-0.100	0.288
assembler	0.095	0.667	0.429
assembly	0.396	0.000	0.280
assemblyman	-0.140	0.076	0.520
assent	0.230	0.030	0.438
assert	0.500	0.238	0.618
asserter	0.611	0.667	0.889
asserting	0.388	0.062	0.472
assertion	0.480	-0.116	0.500
assertive	0.438	-0.176	0.540
assertively	0.667	0.926	1.000
assertiveness	0.963	0.889	1.000
assess	0.396	0.000	0.246
assessable	0.667	0.000	0.556
assessment	0.500	0.246	0.316
assessor	0.102	0.076	0.528
asset	0.594	0.530	0.576
assets	0.334	0.226	0.530
assiduous	0.667	0.667	0.667
assiduously	0.583	0.667	0.815
assiduousness	0.667	0.667	0.815
assign	0.244	-0.166	0.418
assignable	0.238	0.333	0.333
assignation	-0.292	0.667	0.296
assignee	0.020	-0.076	0.020
assigner	0.000	0.143	0.875
assignment	-0.034	-0.204	0.490
assimilate	0.118	-0.218	0.366
assimilation	-0.142	-0.244	-0.074
assimilative	0.593	0.667	0.444
assimilator	0.583	0.667	0.833
assimilatory	0.000	0.667	0.417
assist	0.666	-0.130	0.258
assistance	0.312	0.038	0.266
assistant	0.250	-0.220	0.072
assistantship	0.667	0.476	-0.792
assister	0.619	0.519	-0.148
assistive	0.714	-0.375	-0.250
assistor	0.667	0.630	-0.083
associability	0.667	0.370	0.542
associable	0.619	0.037	0.067
associate	0.624	-0.182	0.250
associated	0.167	0.600	0.000
association	0.490	0.000	0.634
associational	0.667	-0.500	0.083
associative	0.667	0.407	0.429
associatively	0.000	0.583	0.370
associativity	0.571	-0.444	0.296
assort	0.571	0.429	0.000
assorted	0.204	-0.080	-0.056
assortment	0.388	-0.280	0.052
assuage	0.490	-0.490	0.000
assumable	0.000	0.000	0.125
assume	0.396	-0.198	-0.072
assumed	0.224	-0.506	-0.092
assumedly	0.000	-0.148	0.286
assumer	-0.037	0.667	0.625
assuming	0.480	-0.220	0.052
assumption	-0.042	-0.138	-0.166
assumptive	-0.037	-0.667	0.630
assurable	0.667	-0.667	0.600
assurance	0.350	-0.116	0.408
assure	0.820	-0.080	0.678
assured	0.756	-0.346	0.508
assuredly	0.572	-0.208	0.666
assuredness	0.875	-0.524	0.926
assurer	0.667	-0.417	0.625
asterisk	0.082	-0.424	-0.454
astern	0.000	0.125	-0.333
asteroid	-0.140	0.442	0.246
asteroids	-0.278	0.388	0.424
asthma	-0.604	0.098	-0.546
asthmatic	-0.542	0.412	-0.412
asthmatically	-0.667	-0.667	-0.792
astigmatic	-0.476	-0.133	-0.481
astigmatism	-0.572	-0.020	-0.142
astonish	0.572	0.690	0.316
astonished	0.020	0.550	0.148
astonisher	0.667	0.667	0.815
astonishing	0.688	0.604	0.642
astonishingly	0.654	0.796	0.546
astonishment	0.360	0.436	0.038
astound	0.458	0.350	-0.052
astounding	1.000	0.778	0.556
astral	0.208	-0.166	0.134
astray	-0.804	0.352	-0.384
astringency	-0.542	-0.667	0.370
astringent	-0.368	0.000	-0.052
astringently	-0.667	0.500	0.542
astrobiology	0.556	0.037	0.458
astrodome	0.037	0.000	0.148
astrograph	0.000	0.000	0.500
astrologer	0.188	0.038	0.346
astrologic	0.000	-0.037	0.185
astrological	0.000	0.000	0.222
astrologically	0.000	-0.083	0.000
astrologist	0.000	0.444	0.429
astrology	0.270	-0.320	0.000
astronaut	0.584	0.202	0.522
astronautics	0.778	0.667	0.704
astronomer	0.500	0.018	0.470
astronomic	0.667	0.000	0.958
astronomical	0.200	0.264	0.452
astronomically	0.000	-0.042	0.593
astronomy	0.226	-0.052	0.444
astrophotography	0.630	0.292	0.524
astrophysical	0.619	0.095	0.952
astrophysicist	0.852	0.333	0.778
astrophysics	0.704	0.500	0.792
astrosphere	0.000	0.000	0.037
astute	0.552	0.316	0.654
astutely	0.704	-0.185	0.926
astuteness	0.889	-0.500	0.852
asunder	-0.584	-0.116	-0.482
asylum	-0.186	-0.340	-0.110
asymmetric	0.160	-0.314	-0.070
asymmetrical	0.000	0.000	-0.222
asymmetrically	0.000	0.000	0.000
asymmetry	-0.048	-0.254	0.054
asymptomatic	-0.066	-0.068	-0.200
asymptotic	-0.042	-0.098	-0.056
asynchronous	0.095	0.500	0.000
at	0.000	0.000	0.000
ate	0.032	-0.258	-0.400
atelier	-0.020	-0.340	0.410
atheism	-0.448	-0.080	-0.038
atheistic	-0.254	-0.038	-0.068
atheistically	-0.190	-0.037	0.000
atherosclerosis	-0.500	-0.040	-0.314
athlete	0.562	0.436	0.372
athletic	0.714	0.596	0.416
athletically	0.667	1.000	0.667
athleticism	0.500	0.726	0.556
athletics	0.662	0.382	0.480
atlantic	0.000	-0.083	0.208
atlas	0.062	-0.388	0.108
atleast	0.084	-0.132	-0.444
atm	0.066	-0.032	-0.072
atmosphere	0.208	-0.400	0.120
atmospheric	0.062	-0.160	0.188
atmospherically	0.000	-0.542	0.000
atoll	-0.040	-0.184	-0.056
atom	0.020	0.000	-0.134
atomic	-0.346	0.634	0.426
atomically	0.000	0.037	0.000
atomist	0.000	0.000	0.296
atomization	0.000	0.593	0.542
atomize	0.000	1.000	0.417
atomizer	0.000	0.519	0.222
atonable	-0.048	-0.571	-0.222
atonal	-0.389	0.074	0.000
atonality	-0.333	-0.042	0.190
atone	-0.164	0.346	-0.178
atonement	0.100	0.204	0.366
atop	0.042	0.000	0.762
atopic	-0.333	0.000	0.111
atpeace	0.448	-0.404	0.038
atrium	-0.062	-0.270	-0.054
atrocious	-0.854	0.622	-0.110
atrociously	-1.000	0.476	-0.190
atrociousness	-1.000	0.519	-0.750
atrocities	-1.000	0.852	0.704
atrocity	-0.770	0.688	0.186
atrophic	-0.667	-1.000	-0.741
atrophied	-0.667	-1.000	-1.000
atrophy	-0.646	0.080	-0.584
atropine	-0.667	0.000	0.571
attaboy	1.000	0.958	0.583
attach	0.040	-0.274	0.118
attachable	0.667	0.208	-0.067
attached	0.124	-0.300	-0.122
attachment	0.140	-0.314	0.000
attack	-0.428	0.896	0.340
attackable	-0.630	0.625	-0.619
attacker	-0.630	0.956	-0.320
attacking	-0.448	0.674	0.284
attagirl	0.875	0.963	0.259
attain	0.612	0.020	0.438
attainability	0.952	-0.222	0.500
attainable	0.520	0.000	0.518
attainment	0.660	0.040	0.880
attempt	0.250	-0.018	-0.138
attemptable	0.542	0.000	0.296
attempted	0.188	0.160	0.134
attempter	-0.048	0.630	0.278
attend	0.300	-0.160	0.250
attendance	0.624	0.000	0.184
attendant	0.160	-0.270	0.038
attendee	0.333	0.571	-0.500
attention	0.480	0.198	0.548
attentionseeker	-0.266	0.490	-0.086
attentionseekers	0.062	0.346	0.000
attentive	0.530	0.040	0.448
attentively	0.667	0.667	0.250
attentiveness	0.905	0.833	0.458
attenuate	-0.184	-0.396	-0.142
attenuated	-0.102	-0.440	-0.404
attenuation	-0.084	-0.274	-0.072
attest	-0.122	0.420	0.370
attestable	0.667	-0.519	0.875
attestation	-0.532	0.270	0.000
attic	0.042	-0.482	-0.246
attire	0.484	-0.224	-0.034
attired	0.611	-0.556	0.148
attitude	0.520	0.288	0.722
attitudinal	0.000	0.000	0.370
attorney	0.200	0.188	0.508
attract	0.592	0.326	0.538
attractable	0.630	0.333	-0.111
attractant	0.619	0.667	0.571
attracter	0.429	0.667	0.444
attraction	0.812	0.548	0.424
attractive	0.812	0.260	0.538
attractively	0.667	-0.148	0.238
attractiveness	0.876	0.334	0.510
attractor	0.667	0.148	0.625
attributable	0.408	-0.140	0.054
attribute	0.562	-0.122	0.590
attributer	0.048	-0.571	0.292
attribution	0.292	-0.066	0.316
attributive	0.000	0.042	0.444
attributively	0.000	0.000	0.208
attrition	-0.542	0.080	-0.482
attritional	-0.667	-0.667	0.296
attune	0.667	0.333	0.333
attuned	0.750	0.611	0.476
attunement	1.000	-0.500	0.619
atypical	0.000	0.000	-0.238
atypically	-0.333	0.167	-0.083
aubergine	0.000	0.000	-0.037
auburn	0.020	-0.520	-0.178
auction	0.188	0.404	0.038
auctioneer	0.084	0.464	0.432
audacious	0.480	0.750	0.650
audaciously	0.556	1.000	0.905
audaciousness	0.667	0.667	0.833
audacity	0.520	0.510	0.832
audibility	0.458	0.000	0.333
audible	0.346	-0.260	0.034
audibleness	0.667	0.222	0.250
audibly	0.037	0.333	0.250
audience	0.396	0.220	0.226
audio	0.418	-0.150	-0.260
audiogram	0.000	-0.625	0.000
audiologist	0.667	0.625	0.611
audiology	0.667	-0.083	0.292
audiometer	0.000	-0.167	0.333
audiometric	0.000	-0.593	0.185
audiometry	0.095	0.222	0.292
audiophile	0.667	0.375	0.056
audiotape	0.000	0.000	0.000
audiovisual	0.095	0.048	0.481
audit	-0.250	0.124	0.470
audition	0.500	0.370	0.230
auditions	0.480	0.530	0.192
auditor	0.164	0.142	0.452
auditorium	0.058	-0.020	0.076
auditory	0.062	-0.038	0.140
auger	0.000	0.571	0.458
aught	-0.164	-0.730	-0.566
augment	0.300	0.366	0.290
augmentable	0.704	0.042	0.556
augmentation	0.428	0.226	0.700
augmentative	0.667	0.619	0.556
augmenter	0.571	0.667	0.750
august	0.304	-0.416	-0.076
auld	0.333	-0.667	0.000
aunt	0.334	-0.418	-0.160
auntie	0.286	-0.450	-0.106
aunty	0.625	-0.667	-0.476
aura	0.445	-0.334	0.000
aural	0.000	0.000	0.000
aurally	0.000	-0.190	0.000
aureole	0.815	-0.778	0.222
aurora	0.634	-0.388	0.074
auspice	0.667	-0.524	0.556
auspices	0.084	0.000	0.268
auspicious	0.124	0.270	0.338
auspiciously	0.875	-0.125	0.542
auspiciousness	0.944	-0.481	0.476
austere	0.000	-0.220	-0.156
austerely	-0.667	-0.952	0.583
austereness	-0.667	-0.889	0.571
austerity	-0.124	-0.188	0.068
australian	0.042	0.000	0.000
austrian	0.074	0.000	0.083
authentic	0.770	0.020	0.564
authentically	0.714	0.000	0.524
authenticate	0.666	-0.040	0.578
authentication	0.448	-0.018	0.500
authenticator	0.625	0.519	0.667
authenticity	0.340	0.096	0.690
author	0.550	-0.314	0.498
authorial	0.389	-0.593	0.583
authoritarian	-0.750	0.667	1.000
authoritarianism	-0.704	0.667	1.000
authoritative	0.272	0.040	0.780
authoritatively	0.250	0.667	1.000
authoritativeness	0.625	0.667	1.000
authorities	-0.042	0.238	0.958
authority	0.184	0.184	0.868
authorization	0.042	0.134	0.634
authorize	0.544	0.192	0.642
authorized	0.520	-0.084	0.630
authorizer	0.667	0.625	0.917
authorless	-0.381	-0.625	-0.519
authorship	0.334	0.270	0.546
autism	-0.530	0.000	-0.106
autistic	-0.266	-0.326	-0.192
auto	0.142	0.138	0.000
autobahn	0.667	0.667	0.667
autobiographer	0.333	0.167	0.542
autobiographic	0.083	-0.583	0.111
autobiographical	0.818	-0.076	0.164
autobiographically	0.292	-0.417	0.190
autobiography	0.470	-0.432	0.258
autobus	0.000	0.667	0.000
autocatalytic	0.000	0.704	0.778
autoclave	0.000	0.667	0.476
autocorrect	0.102	-0.122	0.232
autocorrelation	0.095	0.000	0.292
autocracy	-0.667	0.500	1.000
autocrat	-0.667	0.667	1.000
autocratic	0.084	0.154	0.454
autocratically	-0.667	1.000	1.000
autodidact	0.708	0.417	0.917
autodidactic	0.792	0.333	0.619
autodigestive	-0.500	0.500	-0.833
autoerotic	0.000	0.762	0.000
autoeroticism	-0.444	1.000	0.000
autoerotism	-0.333	0.714	0.000
autogenesis	0.167	-0.292	0.704
autogenetic	0.000	0.286	0.333
autogenic	0.667	-0.389	0.571
autograph	0.470	0.130	-0.054
autographed	0.562	0.240	0.250
autographic	0.533	-0.571	0.375
autographical	0.444	-0.148	0.259
autographically	0.593	-0.667	0.048
autography	0.611	0.375	0.542
autohypnosis	0.714	-0.667	0.733
autoimmune	-0.667	0.667	-0.583
autoimmunity	-0.667	0.524	-0.429
autoimmunization	-0.444	0.667	-0.167
autoinfection	-0.833	0.704	-0.370
autoinoculation	-0.667	0.556	-0.095
autointoxication	-0.852	0.190	-0.905
autokinetic	0.000	0.667	0.000
autoloader	0.000	0.667	0.444
automaker	0.000	0.556	0.815
automat	0.000	0.375	0.167
automate	0.667	0.625	0.815
automated	0.156	-0.196	0.264
automatic	0.124	-0.134	0.328
automatically	0.000	0.556	0.519
automation	0.667	0.500	0.917
automatism	0.000	0.593	0.048
automaton	-0.042	-0.667	-0.667
automobile	0.506	0.250	0.068
automobilist	0.000	0.630	0.583
automotive	0.312	0.040	0.154
autonomic	0.000	0.407	0.667
autonomist	0.000	0.625	0.833
autonomous	0.733	0.625	1.000
autonomously	0.667	0.583	1.000
autonomy	0.656	-0.318	0.891
autonym	0.000	0.000	0.267
autopilot	0.188	-0.076	0.264
autopsy	-0.496	0.300	0.076
autoradiograph	0.000	0.667	0.458
autoradiography	0.000	0.500	0.381
autoregulation	0.519	0.250	0.833
autorotation	0.000	0.667	0.375
autosuggestion	0.667	0.333	-0.417
autotoxin	-0.778	-0.714	-0.381
autotransformer	0.000	0.083	0.500
autotrophic	0.208	0.185	0.571
autotype	0.000	0.583	0.111
autoworker	0.000	0.667	0.571
autumn	0.530	-0.592	-0.100
autumnal	0.370	-0.667	0.083
autumnally	0.222	-0.667	0.000
auxiliary	0.244	-0.058	0.018
avail	0.600	-0.140	0.206
availability	0.592	0.088	0.200
available	0.542	-0.288	0.246
avalanche	-0.470	0.830	0.366
avarice	-0.604	0.452	-0.296
avaricious	-0.667	0.667	0.524
avariciously	-0.667	0.667	0.519
avariciousness	-1.000	0.667	0.259
avascular	-0.667	-1.000	-0.556
avatar	0.266	-0.180	0.134
avenge	-0.854	0.734	0.118
avenger	-0.326	0.730	0.340
avenging	-0.714	0.760	0.434
avenue	0.354	-0.280	-0.246
aver	-0.016	-0.100	-0.214
average	0.368	-0.440	-0.090
averagely	0.000	-0.571	-0.042
aversation	0.164	-0.116	-0.136
averse	-0.494	0.138	-0.016
aversely	-0.733	-0.625	-0.167
averseness	-0.408	0.212	0.056
aversion	-0.852	0.326	0.050
aversive	-1.000	-0.625	-0.556
avert	0.020	-0.224	-0.070
avertable	0.667	-0.222	0.458
avertedly	-0.400	-0.389	-0.083
averter	-0.292	0.593	0.625
aviary	0.000	-0.280	-0.066
aviate	0.542	0.958	0.708
aviation	0.416	0.292	0.482
aviator	0.230	0.400	0.288
avid	0.164	-0.082	0.186
avidly	0.667	0.778	0.458
avocado	0.354	-0.490	-0.426
avocation	0.625	-0.143	0.148
avocational	0.667	-0.542	0.048
avoid	-0.146	-0.116	-0.170
avoidable	0.583	-0.429	-0.185
avoidably	-0.476	-0.250	-0.571
avoidance	-0.060	-0.038	-0.068
avoidant	-0.667	-0.630	-0.619
avoider	-0.667	0.519	-0.792
avoiding	-0.086	-0.134	-0.382
avow	0.593	0.571	0.519
await	-0.104	-0.472	-0.448
awake	0.334	-0.062	0.482
awaken	0.458	-0.176	0.222
awakener	0.667	0.952	0.667
awakening	0.490	0.000	0.236
award	0.730	0.490	0.320
awardable	0.875	-0.133	0.524
awardee	0.958	0.375	0.500
awarder	0.619	0.625	0.852
awards	0.936	0.472	0.304
aware	0.312	-0.320	0.540
awareness	0.368	-0.156	0.620
awash	0.250	0.667	-0.444
away	-0.482	-0.284	-0.296
awe	-0.062	0.480	-0.400
awed	-0.272	0.548	-0.278
awesome	0.960	0.586	0.782
awesomely	1.000	0.852	0.542
awesomeness	0.834	0.294	0.854
awestruck	0.230	0.534	0.360
awful	-0.878	0.572	-0.100
awfully	-0.667	0.000	-0.185
awfulness	-1.000	-0.704	-0.583
awhile	0.068	-0.382	-0.166
awhirl	0.400	0.926	-0.593
awkward	-0.408	0.300	-0.284
awkwardly	-0.667	0.519	-0.593
awkwardness	-0.666	-0.092	-0.704
awl	0.000	0.630	0.417
awning	0.000	-0.628	-0.364
awoke	0.000	0.667	0.048
awol	-0.667	0.476	-0.500
awry	-0.677	0.080	-0.450
aww	0.100	-0.152	-0.260
awww	0.074	-0.348	-0.214
awwww	0.176	-0.338	-0.242
ax	-0.667	0.667	0.952
axe	-0.408	0.380	0.072
axial	-0.084	-0.444	-0.018
axillary	0.000	0.000	-0.083
axiom	-0.122	-0.118	0.166
axiomatic	-0.084	-0.216	0.254
axis	-0.582	-0.500	-0.288
axle	-0.082	-0.412	-0.054
ay	0.000	0.114	-0.490
aye	0.124	-0.160	-0.216
azimuth	-0.230	-0.078	-0.158
aztec	0.000	-0.083	0.524
azure	0.240	-0.488	-0.322
babble	0.104	-0.118	-0.592
babbler	-0.667	0.667	-0.583
babbling	-0.208	-0.164	-0.518
babe	0.720	0.072	-0.152
babes	0.542	0.625	-0.375
babied	0.476	-0.333	-0.952
babies	0.810	0.667	-0.407
baboon	-0.286	-0.180	-0.142
baboonery	-0.958	0.667	-0.667
baboonish	-0.667	0.667	-0.667
babushka	0.190	-0.583	0.000
baby	0.674	-0.270	-0.090
babycarriage	0.667	-0.667	-0.867
babyface	0.542	-0.286	-0.519
babyhood	0.619	0.000	-0.926
babyish	-0.667	0.583	-0.750
babylon	-0.042	0.667	0.704
babysit	0.438	0.174	-0.204
babysitter	0.312	-0.170	-0.184
babysitting	0.333	0.667	-0.444
babytalk	-0.222	0.619	-0.889
baccalaureate	0.458	0.020	-0.040
baccarat	0.166	-0.006	-0.128
bachelor	0.167	-0.073	0.246
bachelordom	0.048	-0.556	0.095
bachelorette	0.470	0.560	-0.070
bachelorhood	0.048	-0.667	0.190
bachelorism	0.000	-0.500	-0.333
bachelorship	0.111	-0.593	0.083
back	-0.124	-0.294	-0.328
backache	-0.714	-0.667	-0.667
backbeat	0.600	0.667	0.429
backbench	-0.292	-0.556	-0.524
backbend	0.444	0.667	-0.476
backbite	-1.000	0.667	0.000
backbiter	-1.000	0.667	-0.583
backboard	-0.040	-0.482	-0.128
backbone	0.076	-0.072	0.240
backboned	0.667	0.042	0.519
backboneless	-0.667	-0.722	-1.000
backbreaker	-0.958	0.875	-0.111
backbreaking	-0.708	1.000	-0.625
backburner	-0.333	-0.667	-0.375
backcomb	0.000	0.619	0.125
backcountry	0.556	0.111	-0.222
backcourt	0.000	0.630	0.250
backdate	-0.583	0.458	0.389
backdoor	-0.312	-0.180	-0.334
backdrop	-0.360	-0.382	-0.112
backer	0.292	-0.250	0.074
backfield	0.037	0.667	0.370
backfill	0.000	0.667	0.333
backfire	-0.470	0.224	-0.018
backfired	-0.667	0.667	-0.593
backflow	-0.630	0.458	-0.333
backgammon	0.160	-0.180	-0.220
background	-0.202	-0.286	-0.004
backhand	-0.146	-0.102	-0.220
backhandedly	-0.667	0.667	0.000
backhandedness	-0.667	0.667	-0.333
backhander	-0.667	0.667	0.375
backhoe	-0.204	0.108	0.124
backhouse	-0.556	0.000	-0.222
backlands	-0.296	-0.600	-0.286
backlash	-0.380	-0.076	-0.276
backless	-0.037	0.000	0.000
backlight	0.000	-0.083	0.000
backlist	-0.333	-0.571	-0.333
backlit	0.381	0.037	0.000
backlog	-0.150	-0.210	-0.300
backoff	-0.792	-0.208	-0.520
backpack	0.458	-0.444	-0.334
backpacker	0.020	0.460	-0.080
backpedal	-0.630	0.630	-0.542
backrest	0.556	-0.667	-0.296
backroom	-0.188	0.000	-0.226
backscratcher	0.000	0.148	-0.148
backseat	-0.224	-0.340	-0.526
backset	-0.667	0.556	-0.611
backshift	-0.048	0.667	0.593
backside	-0.636	-0.166	-0.316
backsight	0.000	-0.667	-0.125
backslap	0.667	0.667	0.519
backslapper	-0.200	0.667	0.571
backslapping	0.630	0.667	0.625
backslash	0.000	0.000	0.000
backslid	-0.708	0.333	-0.708
backslide	-0.667	0.292	-0.667
backslider	-0.667	-0.476	-0.625
backspace	0.000	0.556	0.167
backspin	0.056	0.630	0.208
backstab	-1.000	0.714	-0.259
backstabber	-1.000	0.667	-0.370
backstage	-0.333	-0.667	-0.500
backstairs	-0.333	-0.133	-0.333
backstitch	0.000	-0.286	0.250
backstop	0.000	0.222	0.593
backstreet	-0.333	-0.500	-0.542
backstretch	0.000	0.000	0.000
backstroke	0.167	1.000	0.333
backswept	0.000	-0.833	0.292
backswing	0.000	0.708	0.333
backtalk	-0.667	0.667	0.481
backtrack	-0.376	0.050	-0.444
backtracker	-0.370	0.667	-0.333
backup	0.040	0.020	0.106
backward	-0.382	-0.266	-0.500
backwardly	-0.381	-0.571	-0.583
backwardness	-0.520	0.000	-0.728
backwards	-0.396	-0.256	-0.340
backwash	-0.667	0.185	-0.444
backwater	-0.376	-0.180	-0.678
backwoods	0.082	-0.300	-0.036
backwoodsman	0.000	0.667	0.481
backyard	0.104	-0.440	-0.396
backyarder	0.000	0.667	-0.125
bacon	0.396	-0.188	-0.410
bacteria	-0.646	0.106	0.140
bacterial	-0.688	0.000	-0.054
bacterially	-0.370	0.292	-0.167
bactericide	0.667	0.583	0.857
bacteriologic	0.074	-0.630	0.407
bacteriological	0.074	0.667	0.250
bacteriologist	0.167	0.148	0.667
bacteriology	-0.190	0.556	0.476
bacterium	-0.612	0.090	-0.310
bad	-0.750	0.250	-0.254
badass	-0.490	0.550	0.490
badday	-0.346	-0.102	-0.254
baddest	-0.917	0.000	0.889
bade	0.000	0.625	0.593
badfeeling	-0.500	0.118	-0.270
badge	0.134	-0.024	0.382
badger	-0.312	-0.142	-0.286
badhabit	-0.632	0.188	-0.378
badland	-0.667	0.000	-0.111
badly	-0.854	0.018	-0.428
badminton	0.714	0.667	0.083
badmouth	-1.000	0.667	0.905
badness	-0.812	0.646	-0.074
baffle	-0.312	-0.116	-0.036
baffled	-0.698	0.200	-0.322
bafflement	-0.667	-0.593	-0.667
baffler	-0.542	0.667	0.000
bag	0.000	-0.500	-0.372
bagel	0.062	-0.274	-0.320
bagful	0.190	0.000	-0.083
baggage	0.220	-0.274	-0.146
bagged	-0.333	-0.259	-0.444
bagger	0.000	0.667	-0.333
baggie	-0.266	-0.146	-0.268
bagginess	-0.619	-0.852	-0.381
bagging	0.000	0.571	-0.167
baggy	0.042	-0.444	-0.096
baglike	-0.333	-0.583	-0.583
bagman	0.012	0.000	-0.212
bagpipe	0.000	0.619	0.000
bagpiper	0.125	0.750	0.000
bagpipes	0.082	0.112	-0.176
baguette	0.583	-0.370	0.000
bahamas	0.667	0.476	0.000
bail	-0.254	0.040	0.122
bailer	0.000	0.519	0.333
bailiff	-0.306	0.038	0.518
bailout	-0.667	0.667	0.370
bailsman	0.000	-0.667	0.476
bait	-0.448	-0.346	-0.408
baiter	-0.963	0.667	0.667
bake	0.734	-0.164	0.038
baked	0.593	-0.852	-0.042
bakersfield	0.000	0.000	0.000
bakery	0.604	0.000	-0.240
bakeshop	0.667	0.667	0.000
baking	0.098	-0.090	-0.098
baklava	0.667	-0.750	0.000
bal	-0.020	-0.176	-0.136
balaclava	-0.167	0.083	0.143
balance	0.368	-0.470	0.470
balanceable	0.583	-0.296	0.519
balanced	0.612	-0.490	0.490
balancer	0.667	0.667	0.556
balboa	0.000	0.000	0.407
balconied	0.667	-0.500	0.083
balcony	0.124	-0.216	-0.240
bald	-0.388	-0.632	-0.464
balder	-0.333	0.000	-0.148
balderdash	-0.667	0.133	-0.583
baldhead	-0.333	-0.042	0.000
balding	-0.396	-0.274	-0.264
baldish	-0.333	-0.111	-0.250
baldly	0.000	0.000	0.125
baldness	-0.619	-0.444	-0.429
baldrick	-0.333	0.667	0.000
baldy	-0.204	-0.230	-0.208
bale	-0.126	-0.274	-0.176
baleful	-1.000	0.667	0.750
balefully	-0.852	0.667	-0.519
balk	-0.542	-0.098	-0.170
ball	0.480	-0.146	-0.366
ballad	0.584	-0.432	-0.152
ballast	-0.292	-0.154	-0.426
ballerina	0.604	0.320	-0.050
ballet	0.312	-0.040	-0.284
ballgame	0.562	0.580	-0.186
ballistic	-0.480	0.612	0.370
ballistics	-0.458	0.574	0.220
balloon	0.458	-0.510	-0.370
ballooner	0.000	0.667	0.000
balloonist	0.667	0.667	0.083
ballot	0.042	-0.278	-0.284
ballpark	0.448	0.388	0.058
ballplayer	0.438	0.528	0.132
ballpoint	0.192	-0.326	-0.364
ballroom	0.694	0.270	-0.104
ballsy	0.062	-0.018	-0.172
balm	0.250	-0.450	-0.172
balminess	0.958	-0.833	-0.292
balmy	0.368	-0.346	0.090
baloney	-0.375	-0.042	-0.375
balsa	-0.095	-0.917	-0.259
balsam	0.326	-0.500	-0.230
balsamic	0.164	-0.434	-0.106
balsawood	0.074	-0.444	-0.333
bam	-0.146	-0.056	-0.220
bambino	0.333	-0.250	-0.519
bamboo	0.292	-0.556	-0.288
bamboozle	-0.667	0.667	-0.148
bamboozled	-0.611	0.667	-0.630
bamboozlement	-0.556	0.556	-0.542
bamboozler	-0.762	0.667	0.407
ban	-0.708	0.378	0.174
banal	-0.667	-0.625	-0.500
banality	-0.667	-0.667	-0.381
banally	-0.571	-0.667	-0.333
banana	0.224	-0.540	-0.518
band	0.296	0.104	0.050
bandage	-0.560	-0.346	-0.428
bandaid	0.333	-0.593	-0.167
bandana	0.000	0.208	0.000
bandanna	0.124	-0.448	-0.446
bandicoot	0.000	0.333	0.000
bandit	-0.812	0.592	0.134
banditry	-0.762	0.667	0.238
bandleader	0.667	0.708	1.000
bandmaster	0.429	0.667	0.625
bandsman	0.333	0.667	0.370
bandstand	0.470	0.072	0.040
bandwagon	0.250	0.302	0.018
bandwidth	0.428	-0.326	0.096
bane	-0.470	0.388	-0.268
baneful	-1.000	0.625	0.407
banefully	-1.000	0.619	-0.630
bang	-0.470	0.902	0.480
banger	-0.244	0.080	0.076
bangle	0.667	0.042	0.000
banish	-0.674	0.354	0.086
banished	-0.896	0.426	-0.260
banisher	-0.667	0.619	0.667
banishment	-0.680	0.550	-0.404
banister	-0.164	-0.180	-0.336
banjo	-0.062	-0.200	-0.260
bank	0.124	-0.346	0.350
bankable	0.722	0.042	0.750
bankbook	0.476	-0.667	-0.222
bankcard	0.333	0.000	0.500
banker	0.172	0.176	0.584
banking	0.020	-0.346	0.000
banknote	0.625	-0.083	0.292
bankroll	-0.062	0.140	0.018
bankrupt	-0.674	0.346	-0.326
bankruptcy	-0.910	0.301	-0.436
bankside	0.000	-0.333	0.000
banned	-0.667	-0.444	1.000
banner	0.042	-0.184	-0.052
bannerman	0.000	0.000	0.625
bannister	0.000	-0.583	0.000
banquet	0.530	0.142	0.200
banqueter	0.458	0.667	0.333
banquette	0.286	-0.667	0.000
banshee	-0.184	0.130	-0.038
bantam	0.056	0.292	-0.148
banter	0.188	0.354	-0.072
banterer	0.583	0.667	0.370
banzai	0.100	0.020	-0.114
baptism	0.688	-0.232	0.132
baptismal	0.292	-0.314	0.250
baptismally	0.667	0.000	0.000
